postcode,easting,northing
LL130TH,337531,346935
LL130TJ,337714,347172
LL130TL,337618,347006
LL130TN,337646,346868
LL130TP,337869,346258
LL130TQ,337744,347122
LL130TR,337604,347174
LL130TS,337336,347909
LL130TT,337578,347062
LL130TU,337775,347055
LL130TW,337935,346577
LL130TX,337690,347082
LL130TY,337943,347255
LL130UA,338013,347565
LL130UB,337738,347080
LL130UD,337837,347163
LL130UE,338611,346687
LL130UF,339485,347405
LL130UG,340198,347209
LL130UH,339531,348039
LL130UJ,337826,347187
LL130UL,338829,347835
LL130UN,338551,348160
LL130UP,338671,347796
LL130UQ,337776,347234
LL130UR,338146,347337
LL130US,338030,348066
LL130UU,333304,347798
LL130UX,337651,347193
LL130UY,333536,347421
LL130UZ,337744,347308
LL130YA,333843,346647
LL130YB,333704,345762
LL130YD,333799,345062
LL130YE,334013,344276
LL130YF,333294,344571
LL130YG,333477,344780
LL130YH,332887,345052
LL130YJ,334531,349509
LL130YL,332241,345383
LL130YN,332368,345594
LL130YP,332302,346818
LL130YR,331922,347660
LL130YS,332589,348843
LL130YT,332618,348093
LL130YU,334463,349424
LL130YW,333057,346796
LL130YY,334593,349407
LL130ZG,333056,350649
LL130ZS,333056,350649
LL137AA,333602,350106
LL137AB,333550,350061
LL137AD,333626,349891
LL137AE,333334,349925
LL137AF,333712,349834
LL137AN,333765,349799
LL137AP,333552,349493
LL137AR,333743,349686
LL137AS,333539,349744
LL137AT,333589,349668
LL137AU,333796,349592
LL137AW,333658,349638
LL137BA,333779,349563
LL137BB,333807,349531
LL137BD,333812,349500
LL137BE,333833,349473
LL137BG,333805,349436
LL137BH,333819,349394
LL137BL,333743,349368
LL137BN,334028,349002
LL137BS,334004,349496
LL137BT,333886,349649
LL137BU,333799,349658
LL137BW,333760,349273
LL137BY,333586,349793
LL137DA,334009,349112
LL137DD,333383,349990
LL137DE,333353,349975
LL137DF,333384,350028
LL137DG,333400,349881
LL137DH,333379,349864
LL137DJ,333345,349789
LL137DL,333411,349866
LL137DN,333330,349875
LL137DP,333312,349714
LL137DQ,333362,349610
LL137DR,333250,349671
LL137DS,333165,349524
LL137DT,333068,349345
LL137DU,333375,349812
LL137DW,333305,349808
LL137DX,333702,348724
LL137DY,333397,349732
LL137DZ,333765,348724
LL137EA,333480,349660
LL137EB,333491,349492
LL137ED,333489,349323
LL137EE,333445,349685
LL137EF,333450,349488
LL137EG,333405,349645
LL137EH,333315,349653
LL137EJ,333636,348728
LL137EL,333273,349654
LL137EN,333411,349121
LL137EP,333868,348818
LL137EQ,333675,348769
LL137ER,333451,349218
LL137ES,333412,349579
LL137ET,333456,349357
LL137EU,333336,349834
LL137EW,333340,349483
LL137EX,333664,348784
LL137EY,333609,349257
LL137EZ,333560,348771
LL137GU,333850,349119
LL137GW,333827,349070
LL137GX,333761,349081
LL137GY,333754,349003
LL137GZ,333943,349062
LL137HA,333540,349543
LL137HB,333526,349601
LL137HD,333535,349861
LL137HE,333572,349849
LL137HF,333578,349353
LL137HG,333612,349147
LL137HH,333635,349308
LL137HJ,333636,349086
LL137HL,333666,349300
LL137HN,333390,350211
LL137HP,333378,350055
LL137HQ,333546,349175
LL137HS,333263,349875
LL137HT,333330,350073
LL137HU,333309,349955
LL137HX,333509,349155
LL137HY,333263,349915
LL137JA,333338,349135
LL137JB,333647,348917
LL137JD,333720,348807
LL137JE,333603,348862
LL137JF,333625,348856
LL137LD,333309,350214
LL137LG,333245,350026
LL137LH,333370,350145
LL137LL,333368,350186
LL137LT,333195,350260
LL137LU,333289,350222
LL137LW,333208,350341
LL137LY,333234,349971
LL137NA,333293,350079
LL137NB,333123,350193
LL137ND,333166,349861
LL137NE,333164,350187
LL137NH,333000,350175
LL137NN,332990,350240
LL137NP,333014,350290
LL137NQ,332803,350517
LL137NR,333063,350202
LL137NT,332521,350330
LL137NU,333140,349870
LL137NW,333053,350253
LL137NX,332848,350279
LL137NY,333238,349835
LL137NZ,332788,350182
LL137PB,333195,349828
LL137PD,333304,349872
LL137PE,333285,349766
LL137PF,333231,349752
LL137PG,333167,349749
LL137PH,333088,349699
LL137PL,333072,349649
LL137PN,333177,349707
LL137PR,333085,349553
LL137PT,333203,349650
LL137PU,332924,349587
LL137PW,333120,349638
LL137PY,332932,349622
LL137QB,333216,348875
LL137QD,333263,348881
LL137QE,333127,349105
LL137QF,333096,349028
LL137QG,333145,349019
LL137QH,333442,348929
LL137QJ,333452,348827
LL137QL,333372,348905
LL137QN,333347,349020
LL137QP,333257,349157
LL137QQ,333249,349124
LL137QW,333055,348952
LL137RA,332862,349593
LL137RB,332804,349531
LL137RE,332715,349522
LL137RF,332431,349323
LL137RH,332865,349495
LL137RN,332872,349533
LL137RP,332976,349817
LL137RR,332967,349880
LL137RS,332924,349750
LL137RT,333109,349782
LL137RU,333001,349751
LL137RW,332761,349386
LL137RY,333032,349735
LL137SA,332929,349681
LL137SB,332984,349663
LL137SD,332942,349712
LL137SE,332873,349812
LL137SF,332862,349881
LL137SG,332899,349806
LL137SH,332759,349850
LL137SL,332764,349824
LL137SN,333007,349535
LL137SP,333269,349803
LL137SR,333028,350562
LL137SU,332950,350474
LL137SX,332886,350373
LL137SY,332932,350331
LL137SZ,332860,350406
LL137TB,332700,350377
LL137TD,332521,350330
LL137TE,332695,350361
LL137TF,332739,350306
LL137TG,332947,350236
LL137TH,332904,350280
LL137TJ,332577,350415
LL137TL,332923,350248
LL137TN,332877,350225
LL137TP,332883,350087
LL137TR,332848,350132
LL137TS,332802,350075
LL137TT,332857,350002
LL137TU,332593,350012
LL137TW,332852,350169
LL137TX,332514,350580
LL137TY,332483,350140
LL137TZ,332533,350513
LL137UA,332493,350010
LL137UB,332287,350012
LL137UD,332416,349955
LL137UE,332474,349892
LL137UF,332425,349779
LL137UG,332740,349708
LL137UH,332651,349796
LL137UL,332391,349759
LL137UN,332785,349771
LL137UP,332832,349691
LL137UR,332842,349792
LL137US,332868,349643
LL137UT,332875,349739
LL137UW,332830,349639
LL137WL,333056,350649
LL137WX,333056,350649
LL137YD,334087,349482
LL137YE,332878,349140
LL137YF,333941,349619
LL137YG,334039,349551
LL137YH,332258,350764
LL137YJ,333999,349624
LL137YL,332473,350756
LL137YN,333960,349658
LL137YP,332116,350671
LL137YQ,334030,349595
LL137YR,333135,349806
LL137YS,334122,349529
LL137YT,332409,350654
LL137YU,332118,350278
LL137YW,332364,350682
LL137YX,332329,350649
LL137YY,332309,350884
LL137ZB,331738,350411
LL137ZH,333056,350649
LL138AD,333566,350305
LL138AE,333552,350353
LL138AF,334136,349466
LL138AH,333621,350446
LL138AP,334097,349448
LL138AQ,334622,349751
LL138AZ,333514,350357
LL138BA,333637,350300
LL138BB,333641,350388
LL138BD,333620,350285
LL138BE,333644,350343
LL138BG,333596,350487
LL138BS,333637,350252
LL138BT,333706,350256
LL138BX,333725,350297
LL138BY,333744,350336
LL138DA,333793,350362
LL138DB,333780,350255
LL138DE,333908,350437
LL138DG,333820,350143
LL138DH,333682,350438
LL138DJ,333729,350131
LL138DL,333803,349987
LL138DN,333644,350107
LL138DP,333719,350185
LL138DQ,334172,349868
LL138DS,333856,350032
LL138DT,333966,349901
LL138DU,334082,349859
LL138DW,333663,350067
LL138DX,333795,349855
LL138DY,334075,349861
LL138DZ,333891,349994
LL138EA,334019,349775
LL138EB,333989,350062
LL138ED,334018,349902
LL138EE,334089,350005
LL138EF,334144,350069
LL138EG,334282,350078
LL138EH,334180,350047
LL138EJ,334236,349966
LL138EL,334210,350059
LL138EN,334031,350171
LL138EP,334091,350121
LL138EQ,333818,349892
LL138ER,334169,350137
LL138ES,334245,350154
LL138ET,334228,350294
LL138EU,334177,350227
LL138EY,334143,350209
LL138HA,334082,350207
LL138HB,334107,350272
LL138HD,334022,350273
LL138HE,334029,350209
LL138HF,333897,350326
LL138HH,334198,350431
LL138HL,334003,350747
LL138HN,334134,350779
LL138HP,333569,350233
LL138HR,333583,350191
LL138HY,333566,350204
LL138JA,335195,349163
LL138JB,335293,349168
LL138JD,335223,349093
LL138JE,335311,349123
LL138JF,335299,349063
LL138JG,335205,349060
LL138JH,335252,349074
LL138JJ,335143,349022
LL138JL,335173,348975
LL138JQ,335318,349049
LL138LD,333566,350204
LL138LH,333523,350229
LL138LP,333641,350228
LL138LS,333511,350183
LL138LU,333463,350164
LL138LW,333635,350175
LL138LY,333538,350179
LL138NA,333457,350173
LL138NB,333449,350190
LL138NE,334112,350768
LL138NF,334287,350837
LL138NG,334393,350875
LL138NH,333799,349761
LL138NL,333898,349730
LL138NN,334063,349657
LL138NR,334321,349299
LL138NS,333820,349809
LL138NT,333900,349781
LL138NU,333933,349771
LL138NW,334228,349478
LL138NX,334342,349394
LL138NY,333858,349816
LL138PA,333981,349793
LL138PE,334171,349718
LL138PF,334214,349673
LL138PG,334136,349639
LL138PH,334107,349739
LL138PL,334270,349737
LL138PN,334297,349515
LL138PP,334392,349597
LL138PR,334308,349570
LL138PS,334432,349537
LL138PT,334420,349654
LL138PU,334366,349709
LL138PW,334341,349654
LL138PY,334455,349658
LL138QA,334165,349571
LL138QH,334397,349241
LL138QJ,334139,349195
LL138QL,334069,349182
LL138QN,334134,349108
LL138QP,334237,349140
LL138QR,334252,349324
LL138QS,334258,349259
LL138QT,334325,349150
LL138QU,334197,349207
LL138QW,334204,349150
LL138QX,334224,349251
LL138QY,334211,349299
LL138QZ,334228,349392
LL138RA,334535,349544
LL138RB,334230,349640
LL138RD,334123,349285
LL138RE,334139,349428
LL138RF,334078,349425
LL138RG,334119,350704
LL138RH,334322,350804
LL138RJ,334182,349460
LL138RL,334453,350857
LL138RN,334251,350742
LL138RP,334432,350650
LL138RQ,334033,349443
LL138RR,334332,350667
LL138RS,334380,350707
LL138RT,334385,350795
LL138RU,334501,350799
LL138RW,334302,350760
LL138RX,334020,349402
LL138RY,334523,350729
LL138SA,334562,350740
LL138SB,334622,350722
LL138SD,334589,350722
LL138SE,334519,350640
LL138SF,334502,350582
LL138SG,334468,350576
LL138SH,334453,350500
LL138SJ,334426,349819
LL138SL,334365,350461
LL138SN,334458,350305
LL138SP,334251,350546
LL138SQ,334430,349875
LL138SR,334278,350299
LL138SS,334295,350252
LL138ST,334244,350418
LL138SU,334214,350502
LL138SW,334298,350521
LL138SY,334172,350567
LL138TA,334151,350620
LL138TB,334208,350749
LL138TD,334459,350700
LL138TE,334342,350241
LL138TG,334947,349839
LL138TH,334968,350266
LL138TJ,333595,350523
LL138TL,335027,350166
LL138TN,334893,349931
LL138TP,334791,350067
LL138TR,334888,350055
LL138TS,335126,349747
LL138TT,335007,349844
LL138TU,334844,349841
LL138TW,334752,350008
LL138TY,334805,349747
LL138UA,334699,349835
LL138UB,334727,349884
LL138UD,334585,349911
LL138UG,334634,349617
LL138UH,334477,350206
LL138UL,334500,349895
LL138UN,334669,349759
LL138UQ,333961,349720
LL138UR,334431,349924
LL138US,334530,349834
LL138UT,334556,349809
LL138UU,334918,349710
LL138UW,335031,349599
LL138UY,334998,349674
LL138YA,335038,349726
LL138YB,334911,349764
LL138YD,335264,349482
LL138YE,335405,349383
LL138YF,335316,349274
LL138YG,335257,349395
LL138YH,335165,349244
LL138YL,335163,349358
LL138YR,334920,349629
LL139AB,335132,350698
LL139AD,337317,352018
LL139AE,336937,349054
LL139AG,335000,350720
LL139AH,340756,353767
LL139AJ,340883,353735
LL139AL,341190,353993
LL139AN,334913,351104
LL139AP,334573,350895
LL139AQ,340758,353677
LL139AR,334618,350848
LL139AS,334834,350769
LL139AT,335173,350643
LL139AU,334678,350926
LL139AW,335220,350367
LL139AX,341142,353847
LL139AY,334803,350948
LL139AZ,341064,353742
LL139BA,334863,350681
LL139BB,334798,350742
LL139BD,334938,350612
LL139BE,334777,350530
LL139BF,335090,349942
LL139BG,334870,350518
LL139BH,335071,350569
LL139BJ,340939,353786
LL139BL,335207,350535
LL139BN,335126,350624
LL139BP,334991,350535
LL139BQ,335340,349818
LL139BS,334895,350677
LL139BT,334641,350667
LL139BU,334911,350789
LL139BW,335237,350600
LL139BX,335166,351236
LL139BY,334963,350847
LL139BZ,336886,352166
LL139DA,334998,350894
LL139DB,335050,350947
LL139DD,335089,350995
LL139DE,335103,351123
LL139DF,335001,350843
LL139DG,335122,350972
LL139DH,335156,351082
LL139DJ,340930,353873
LL139DL,334910,350855
LL139DN,334963,350910
LL139DP,335044,351017
LL139DQ,335745,351827
LL139DR,334934,350974
LL139DS,335144,350921
LL139DT,335174,350972
LL139DU,335060,351047
LL139DW,335004,350959
LL139DX,334913,351021
LL139DY,334964,351141
LL139DZ,335311,351325
LL139EA,335120,351296
LL139EB,335020,351118
LL139ED,335085,351204
LL139EE,335256,351330
LL139EF,335030,351327
LL139EG,334880,351510
LL139EH,335021,351390
LL139EJ,340962,353906
LL139EL,334886,351585
LL139EN,334974,351269
LL139EP,334964,351639
LL139EQ,334838,350972
LL139ER,334807,351543
LL139ES,334869,351418
LL139ET,334847,351297
LL139EU,334740,350621
LL139EW,334965,351532
LL139EX,335155,351343
LL139EY,334694,350787
LL139EZ,335057,351226
LL139FX,335687,351268
LL139FY,335751,351271
LL139GA,335297,351155
LL139GB,335234,351085
LL139GD,335354,351378
LL139GE,335523,351461
LL139GF,335802,351424
LL139GG,335811,351327
LL139GJ,335679,351444
LL139GL,335553,351372
LL139GN,335817,351473
LL139GP,335538,351257
LL139GQ,335498,351299
LL139GR,335452,351277
LL139GS,335439,351422
LL139GT,335718,351569
LL139GU,335663,351591
LL139GW,335614,351539
LL139GX,335388,351316
LL139GY,335500,351371
LL139GZ,335737,351419
LL139HA,334798,350647
LL139HB,334705,350453
LL139HD,334899,350470
LL139HE,334959,350525
LL139HF,334980,350452
LL139HG,335018,350373
LL139HH,335112,350484
LL139HJ,340797,353944
LL139HL,335262,350549
LL139HN,335141,350457
LL139HP,335120,350396
LL139HQ,335376,351607
LL139HR,335256,350396
LL139HS,335302,350453
LL139HT,335202,350307
LL139HU,335347,350330
LL139HW,335295,350525
LL139HX,335182,349639
LL139HY,335345,350298
LL139HZ,335335,351687
LL139JA,340814,353915
LL139JB,338494,353827
LL139JD,341013,353949
LL139JE,340973,354243
LL139JF,341014,354202
LL139JG,341142,354211
LL139JH,341116,354282
LL139JJ,341114,354256
LL139JL,341110,354215
LL139JN,341067,354160
LL139JP,341145,354028
LL139JQ,341146,354194
LL139JR,341111,353958
LL139JS,340964,354121
LL139JT,337794,350396
LL139JW,341078,354084
LL139JX,341087,354000
LL139JY,335629,351976
LL139JZ,340992,353967
LL139LA,335328,350257
LL139LB,335373,350192
LL139LD,335355,350097
LL139LE,335308,350119
LL139LF,335276,350046
LL139LG,335200,350097
LL139LH,335252,350114
LL139LJ,335339,352116
LL139LL,335223,350140
LL139LN,335166,350145
LL139LP,335034,350230
LL139LQ,335068,350208
LL139LR,335169,350208
LL139LS,335081,350362
LL139LT,335077,350310
LL139LU,335002,350301
LL139LW,335085,350186
LL139LX,335414,352071
LL139LY,335136,350367
LL139LZ,335388,352144
LL139NA,335205,350432
LL139NB,335261,351228
LL139ND,335265,351267
LL139NE,335240,351184
LL139NF,335188,351197
LL139NG,335100,350845
LL139NH,335196,351053
LL139NJ,335383,351914
LL139NN,335315,350602
LL139NP,335378,350397
LL139NQ,335392,351977
LL139NR,335411,350141
LL139NS,335366,350023
LL139NT,335345,349956
LL139NU,335327,349870
LL139NW,335349,350505
LL139NX,335068,349983
LL139NY,335340,349762
LL139NZ,335296,351957
LL139PA,335367,349587
LL139PB,335291,349627
LL139PD,335227,349643
LL139PE,335191,349803
LL139PF,335111,349907
LL139PG,335017,349979
LL139PH,339104,349568
LL139PJ,335697,351390
LL139PL,335213,349874
LL139PN,338440,349791
LL139PQ,339313,349377
LL139PR,337260,348463
LL139PS,337601,349283
LL139PT,337291,348873
LL139PU,337415,349056
LL139PW,338685,349575
LL139PY,337216,349101
LL139PZ,335778,351851
LL139QA,338067,349310
LL139QB,335407,351531
LL139QD,335510,351608
LL139QE,337936,349056
LL139QF,340723,348930
LL139QG,335461,351579
LL139QH,335422,351780
LL139QJ,335273,351758
LL139QL,335447,352126
LL139QN,335535,352080
LL139QP,335451,351658
LL139QQ,335582,352052
LL139QR,335547,351746
LL139QS,337790,349408
LL139QT,335680,351682
LL139QU,335488,351835
LL139QW,335579,351953
LL139QX,335585,351708
LL139QY,335636,351754
LL139QZ,335521,351988
LL139RA,337233,348913
LL139RB,337426,348983
LL139RD,338288,349513
LL139RE,338426,349571
LL139RF,338177,350492
LL139RG,339124,349216
LL139RH,339810,348513
LL139RJ,338509,349627
LL139RL,340046,349449
LL139RN,339808,350384
LL139RP,340779,348279
LL139RQ,335419,351996
LL139RR,340608,348816
LL139RS,340761,348990
LL139RT,341028,349572
LL139RU,340693,351143
LL139RW,340032,348361
LL139RX,338363,350634
LL139RY,340389,350247
LL139RZ,335278,351880
LL139SA,335778,351724
LL139SB,336187,351974
LL139SD,336914,351857
LL139SE,336996,352533
LL139SF,336678,351834
LL139SG,337229,352305
LL139SH,337860,352045
LL139SJ,336268,351296
LL139SL,340204,353996
LL139SQ,337240,348775
LL139SS,339456,353074
LL139ST,339822,353288
LL139SU,340207,353950
LL139SW,338725,352594
LL139SX,335356,351753
LL139SY,339155,354402
LL139SZ,334868,352512
LL139TA,338512,353121
LL139TE,338280,354219
LL139TF,337882,353445
LL139TG,337174,354029
LL139TH,336662,353689
LL139TJ,334597,352776
LL139TL,336566,353414
LL139TN,335930,353028
LL139TP,335521,352821
LL139TQ,334704,352706
LL139TR,335256,352506
LL139TS,340720,353490
LL139TT,335462,350184
LL139TU,335443,349606
LL139TW,335721,352771
LL139TX,334494,352741
LL139TY,335845,351202
LL139TZ,334370,352834
LL139UA,338324,350326
LL139UB,337232,351315
LL139UD,337286,350638
LL139UF,337926,350537
LL139UG,337857,350230
LL139UH,337684,349566
LL139UJ,334371,352905
LL139UL,338278,350141
LL139UN,334573,352720
LL139UQ,334472,352842
LL139UR,339427,351114
LL139US,339801,351320
LL139UT,338816,350497
LL139UU,338805,349537
LL139UW,340448,351531
LL139UX,334334,352775
LL139UY,338826,349694
LL139UZ,337392,350224
LL139WB,338655,350142
LL139WJ,340804,353388
LL139XA,334566,351028
LL139XB,334537,350967
LL139XD,334662,351025
LL139XE,337305,349430
LL139XG,338410,350566
LL139XH,340844,353970
LL139XJ,340852,353998
LL139XL,340898,353971
LL139XN,337498,349574
LL139XP,338400,350221
LL139XQ,338411,350006
LL139XR,338442,350342
LL139XS,337097,349264
LL139XT,338453,350145
LL139XW,338896,350763
LL139XY,341069,353819
LL139YA,339973,351812
LL139YB,339665,352418
LL139YD,337881,351393
LL139YE,337703,351711
LL139YF,341201,353878
LL139YG,341046,353928
LL139YH,340987,353756
LL139YJ,340800,353516
LL139YL,341022,353792
LL139YN,340974,353821
LL139YP,340898,353557
LL139YQ,340922,353587
LL139YR,340841,353482
LL139YS,341013,353594
LL139YT,340913,353444
LL139YU,340717,353567
LL139YW,340934,353752
LL139YX,341124,353868
LL139YY,340859,353641
LL139YZ,340842,353418
LL141AA,329184,346408
LL141AB,329172,346324
LL141AD,329239,346321
LL141AE,329239,346392
LL141AF,329110,346388
LL141AG,329112,346353
LL141AH,329084,346398
LL141AL,329106,346524
LL141AN,329150,346666
LL141AP,329087,346592
LL141AR,329016,346438
LL141AS,328981,346485
LL141AT,328979,346530
LL141AU,328938,346547
LL141AW,329190,346788
LL141AY,328968,346598
LL141BA,328910,346623
LL141BB,328903,346534
LL141BD,328870,346505
LL141BE,328861,346526
LL141BF,329113,346649
LL141BG,328886,346563
LL141BH,328922,346634
LL141BJ,328902,346592
LL141BL,328948,346676
LL141BN,329070,346640
LL141BP,329058,346739
LL141BQ,328928,346590
LL141BS,329048,346710
LL141BT,329029,346806
LL141BU,329139,346833
LL141BW,329105,346714
LL141BX,329074,346835
LL141BY,329284,346820
LL141BZ,329112,346797
LL141DA,329015,346850
LL141DB,329034,346888
LL141DD,329067,346901
LL141DE,329189,346686
LL141DF,329224,346698
LL141DH,329177,346582
LL141DJ,329191,346572
LL141DL,328998,346913
LL141DP,329189,346653
LL141DQ,329249,346749
LL141DT,329207,346730
LL141DU,329330,346730
LL141DY,329404,346776
LL141EA,329226,346792
LL141EB,329285,346786
LL141ED,329315,346787
LL141EE,329344,346800
LL141EF,329409,346802
LL141EG,329374,346828
LL141EH,329144,346981
LL141EJ,329136,346954
LL141EL,329252,346895
LL141EN,329286,346841
LL141EP,329589,346806
LL141ER,329398,346912
LL141ES,329449,346894
LL141ET,329537,346923
LL141EU,329582,346822
LL141EW,329468,346852
LL141EY,329596,346801
LL141HA,329623,346877
LL141HB,329583,346943
LL141HD,329654,347015
LL141HE,329544,347057
LL141HF,329621,347063
LL141HH,329747,346942
LL141HL,329746,346801
LL141HN,329772,346797
LL141HP,329724,346732
LL141HQ,329832,346928
LL141HS,329685,346906
LL141HT,329655,346832
LL141HU,329680,346755
LL141HW,329765,346779
LL141HX,329576,346873
LL141HY,329665,346871
LL141LA,329686,347075
LL141LB,329781,346780
LL141LD,329695,346723
LL141LE,329587,347032
LL141LN,329285,346254
LL141LP,329587,346281
LL141LR,329361,346154
LL141LS,329829,346293
LL141LT,329894,346346
LL141LW,329454,346279
LL141LY,329757,346360
LL141NA,330053,346365
LL141NB,329974,346353
LL141ND,330053,346310
LL141NE,329994,346210
LL141NF,329962,346258
LL141NG,329996,346324
LL141NH,330058,346270
LL141NJ,330087,346269
LL141NL,330009,346295
LL141NN,329968,346290
LL141NP,330030,346618
LL141NQ,330052,346301
LL141NR,330031,346581
LL141NS,330050,346428
LL141NT,330045,346447
LL141NU,330086,346436
LL141NW,329999,346433
LL141NY,330087,346484
LL141PA,330094,346573
LL141PB,330066,346670
LL141PE,330235,347125
LL141PF,329912,346818
LL141PG,330123,346862
LL141PH,330042,346391
LL141PL,330060,346950
LL141PN,329808,346779
LL141PP,330224,346306
LL141PQ,330334,346488
LL141PR,330389,346505
LL141PS,330201,346465
LL141PT,329184,346277
LL141PU,329242,346280
LL141PW,330292,346390
LL141PY,329293,346362
LL141RA,330357,346250
LL141RB,329258,346507
LL141RD,329154,346548
LL141RE,329248,346616
LL141RF,329254,346693
LL141RG,329274,346576
LL141RH,329321,346668
LL141RJ,330405,346302
LL141RL,329392,346695
LL141RN,329423,346724
LL141RP,329525,346748
LL141RS,329574,346654
LL141RT,329628,346586
LL141RU,329664,346634
LL141RW,329498,346801
LL141RX,329538,346674
LL141RY,329631,346676
LL141SA,329607,346701
LL141SB,329596,346735
LL141SD,329767,346478
LL141SE,329655,346679
LL141SF,329744,346480
LL141SH,329692,346663
LL141SL,329815,346639
LL141SN,329840,346658
LL141SP,329809,346467
LL141SR,329650,346406
LL141SS,329602,346396
LL141ST,329442,346342
LL141SU,329475,346402
LL141SW,329866,346684
LL141SY,329497,346418
LL141TA,329781,346691
LL141TB,329317,346384
LL141TD,329675,346439
LL141TE,329316,346452
LL141TG,328540,346817
LL141TH,328680,347631
LL141TJ,328827,346790
LL141TL,328564,347556
LL141TN,328723,347516
LL141TP,328855,344417
LL141TR,328923,344515
LL141TS,328846,344400
LL141TT,328080,344832
LL141TU,328224,343948
LL141TW,329018,344813
LL141TY,327449,344058
LL141UA,325995,344237
LL141UB,326520,344869
LL141UE,327130,345756
LL141UF,327361,345519
LL141UG,326910,346520
LL141UH,326638,347393
LL141UJ,327597,347091
LL141UL,327530,347137
LL141UN,327816,346575
LL141UP,330352,346397
LL141UR,330487,346358
LL141US,330345,346599
LL141UT,330442,346403
LL141UU,330391,346396
LL141UW,327904,345996
LL141UY,330245,346616
LL141YE,330548,346393
LL141YF,330538,346330
LL141YG,330574,346287
LL142AA,329985,346152
LL142AB,330034,346075
LL142AD,330039,345988
LL142AE,330057,346149
LL142AF,329967,346115
LL142AG,330051,345615
LL142AH,330040,345559
LL142AJ,329968,345636
LL142AL,330076,346132
LL142AN,330030,345826
LL142AP,330271,345732
LL142AR,330153,345615
LL142AS,330265,345649
LL142AT,330209,345603
LL142AU,330219,345832
LL142AW,330180,345737
LL142AX,330085,346182
LL142AY,330132,345871
LL142BA,330144,345818
LL142BB,330262,345945
LL142BD,330366,345893
LL142BE,330440,345685
LL142BF,329909,345740
LL142BN,329180,346209
LL142BP,329148,345990
LL142BS,329129,346133
LL142BT,329208,346188
LL142BU,329239,346114
LL142BW,329181,346134
LL142BY,329345,346081
LL142BZ,329188,346032
LL142DA,329205,345917
LL142DB,329119,345868
LL142DD,328993,345776
LL142DE,328935,345710
LL142DF,328814,345563
LL142DG,328755,345573
LL142DH,328898,345641
LL142DJ,329156,345906
LL142DL,328884,346061
LL142DN,328842,346145
LL142DP,328857,346378
LL142DQ,329241,345969
LL142DR,328945,346301
LL142DS,328861,346200
LL142DT,328862,346271
LL142DU,328939,345772
LL142DW,328779,346276
LL142DX,328763,346109
LL142DY,329247,346132
LL142EA,328986,346111
LL142EB,328958,346104
LL142ED,329004,346276
LL142EE,329044,346348
LL142EG,328496,345153
LL142EH,328904,345849
LL142EJ,329763,346181
LL142EL,328794,345869
LL142EN,329659,346228
LL142EP,329687,345897
LL142EQ,329045,346412
LL142ER,329629,346236
LL142ES,329625,346140
LL142ET,329621,346064
LL142EU,329703,346081
LL142EW,329653,346077
LL142EY,329753,345928
LL142HA,329462,345736
LL142HB,329611,345901
LL142HD,329643,345764
LL142HE,329577,345769
LL142HF,329450,345834
LL142HG,329548,345897
LL142HH,329552,346052
LL142HL,329478,345883
LL142HN,329500,345995
LL142HP,329754,345829
LL142HR,329722,345934
LL142HS,329484,345707
LL142HT,329059,345972
LL142HU,329065,346172
LL142HW,329489,346115
LL142HY,329138,346275
LL142LA,329092,346352
LL142LB,329134,346242
LL142LD,329088,346490
LL142LE,329035,346550
LL142LF,329024,346617
LL142LG,328957,346728
LL142LH,329007,346664
LL142LL,329072,346526
LL142LN,328999,346763
LL142LP,328874,347010
LL142LR,328883,346937
LL142LS,328864,347047
LL142LT,328902,347050
LL142LW,328956,346886
LL142LY,327995,345308
LL142NA,328938,345517
LL142NB,329043,345441
LL142ND,329076,345447
LL142NE,329177,345271
LL142NF,329104,345213
LL142NG,328915,345315
LL142NH,328847,345370
LL142NL,328842,345516
LL142NN,328824,345445
LL142NP,328985,345474
LL142NR,329018,345394
LL142NS,329052,345347
LL142NT,329151,345274
LL142NU,329213,345156
LL142NW,328890,345410
LL142PA,328944,345345
LL142PB,328878,345360
LL142PD,328808,345309
LL142PE,328768,345320
LL142PF,328797,345221
LL142PG,328491,345328
LL142PH,328640,345510
LL142PJ,328683,345373
LL142PL,328596,345508
LL142PN,328751,345646
LL142PP,328257,346188
LL142PQ,328767,345495
LL142PR,328378,345390
LL142PS,328484,345504
LL142PT,328337,345486
LL142PU,328096,345439
LL142PW,328489,345586
LL142PY,328194,345433
LL142RA,328035,345475
LL142RB,328006,345445
LL142RD,328042,345307
LL142RE,327943,345341
LL142RF,327920,345261
LL142RG,327870,345247
LL142RH,327654,345384
LL142RL,327602,345274
LL142RN,328260,345180
LL142RP,328017,345195
LL142RR,328248,345138
LL142RS,328284,345097
LL142RT,328112,345234
LL142RU,328252,345217
LL142RW,328285,345243
LL142RY,328379,345167
LL142SA,328726,345039
LL142SD,328542,345090
LL142SE,328463,345657
LL142SF,328725,345473
LL142SG,328131,345290
LL142SH,330106,346188
LL142SJ,328662,345165
LL142SL,330084,346229
LL142SN,330085,346327
LL142SP,330416,345997
LL142SR,330361,346066
LL142SS,330573,345998
LL142ST,330236,346162
LL142SU,330384,346121
LL142SW,330185,346110
LL142SX,330187,346250
LL142SY,330183,346050
LL142TA,330263,346048
LL142TB,330366,346213
LL142TD,330585,346157
LL142TE,330462,346114
LL142TF,330501,346069
LL142TG,330563,346049
LL142TH,330617,346031
