postcode,easting,northing
CF314LW,289904,181736
CF314LX,289324,182001
CF314LY,289378,182070
CF314LZ,289459,182088
CF314NA,289425,182134
CF314NB,289349,182282
CF314ND,289375,182383
CF314NE,289161,182425
CF314NF,288925,182510
CF314NG,288436,181913
CF314NH,289538,181812
CF314NJ,290221,179841
CF314NL,289479,182266
CF314NN,289485,182432
CF314NP,289792,182454
CF314NQ,289807,181650
CF314NR,289595,182555
CF314NS,289719,182395
CF314NT,289607,182440
CF314NU,289640,182498
CF314NW,289638,182305
CF314NX,289583,182486
CF314NY,289736,182667
CF314NZ,289594,182596
CF314PA,289407,182534
CF314PE,289913,180813
CF314PG,289983,180444
CF314PH,289891,180403
CF314PJ,289863,180629
CF314PL,289708,180621
CF314PN,289548,180407
CF314PP,289548,180612
CF314PQ,290056,180327
CF314PR,289592,180817
CF314PS,289698,180804
CF314PT,289652,180786
CF314PU,289709,180740
CF314PW,289568,180555
CF314PX,289679,180669
CF314PY,289474,180781
CF314PZ,289526,180736
CF314QA,289463,180594
CF314QB,289390,180668
CF314QD,289385,180612
CF314QE,289505,180455
CF314QF,288773,180758
CF314QG,288730,180913
CF314QH,289818,180850
CF314QJ,289226,180640
CF314QL,289124,180495
CF314QN,289364,180789
CF314QP,289741,180920
CF314QQ,289967,180314
CF314QR,289468,181008
CF314QS,289349,181006
CF314QT,289231,180957
CF314QU,289134,180886
CF314QW,289602,180901
CF314QX,289186,180821
CF314QY,289100,180821
CF314QZ,289098,180623
CF314RA,289075,180605
CF314RB,289176,180683
CF314RD,289295,180838
CF314RE,289213,180760
CF314RH,288604,180552
CF314RJ,289556,180042
CF314RL,289498,179869
CF314RN,289385,180005
CF314RP,289490,180131
CF314RR,289374,180213
CF314RS,289460,180048
CF314RT,289089,180172
CF314RU,289064,180306
CF314RW,289514,179947
CF314RX,288991,180297
CF314RY,289271,180443
CF314RZ,289150,180469
CF314SA,289276,180501
CF314SB,289333,180524
CF314SD,289581,180017
CF314SE,289575,179662
CF314SF,289107,179475
CF314SH,289524,179740
CF314SJ,289573,179741
CF314SL,289572,179632
CF314SN,289387,179683
CF314SP,289300,179657
CF314SR,289481,179597
CF314SS,289722,179471
CF314ST,289191,179601
CF314SU,289066,179742
CF314SW,289437,179752
CF314SX,288910,179869
CF314SY,289095,179824
CF314SZ,289097,179794
CF314TA,289254,179754
CF314TB,289472,179503
CF314TD,289289,179523
CF314TG,289013,180758
CF314TH,289026,180900
CF314TJ,288973,180983
CF314TL,288917,180969
CF314TN,288856,180949
CF314TP,288881,180866
CF314TQ,289071,180854
CF314TR,288921,180854
CF314TS,288819,180889
CF314TT,288897,180667
CF314TU,288902,180780
CF314TW,288954,180840
CF314TX,288849,180700
CF314TY,288942,180732
CF314TZ,288857,180673
CF314UA,288953,180701
CF314UB,288898,180602
CF314UD,288889,180472
CF314UE,288867,180522
CF314UF,288993,180484
CF314UG,289004,180542
CF314UQ,288995,180575
CF314WB,290410,179726
CF314XA,288694,180525
CF314XB,288782,180555
CF314XD,288638,180624
CF314XX,289589,180318
CF314ZA,290410,179726
CF315AA,288742,179804
CF315AB,288671,179625
CF315AD,288773,179692
CF315AE,288633,179708
CF315AF,288630,179775
CF315AG,288803,179803
CF315AH,289042,179583
CF315AJ,288938,179717
CF315AL,289416,179208
CF315AN,289468,179242
CF315AP,289061,179246
CF315AQ,289574,179193
CF315AR,288680,179833
CF315AS,289509,179154
CF315AT,289417,179111
CF315AU,289525,179126
CF315AW,289036,179344
CF315AY,288909,179570
CF315AZ,289724,179377
CF315BA,288772,179132
CF315BB,288735,179090
CF315BD,288843,179064
CF315BE,289721,179279
CF315BF,288564,179639
CF315BG,288718,179546
CF315BH,288722,179464
CF315BJ,288793,179377
CF315BL,288779,179467
CF315BN,288782,179557
CF315BP,289686,179182
CF315BQ,289723,179312
CF315BR,289494,179072
CF315BS,289458,179003
CF315BT,289335,178913
CF315BU,289252,178848
CF315BW,289308,178964
CF315BX,288360,179043
CF315BY,288347,179125
CF315BZ,288712,178920
CF315DA,289148,178981
CF315DB,289215,179057
CF315DD,289093,178994
CF315DE,289220,178964
CF315DF,289182,178860
CF315DG,289090,178926
CF315DH,288920,178870
CF315DJ,288936,178989
CF315DL,288957,178909
CF315DN,288855,178872
CF315DP,288791,178877
CF315DQ,289131,179152
CF315DR,289296,179074
CF315DS,289240,179371
CF315DT,289183,179414
CF315DU,289450,179321
CF315DW,289338,179294
CF315DX,288841,179219
CF315DY,289389,179415
CF315DZ,289293,179379
CF315EA,289599,179448
CF315EB,289617,179356
CF315ED,289629,179299
CF315EE,289621,179260
CF315EF,289626,179226
CF315EG,288933,179458
CF315EH,289004,179564
CF315EJ,288939,179339
CF315EL,288639,179045
CF315EN,288607,178936
CF315EP,288494,179088
CF315EQ,288553,179491
CF315ER,288676,179123
CF315ES,288477,178976
CF315EU,288399,179669
CF315EW,288303,179653
CF315EX,289006,179137
CF315EY,289620,179118
CF315EZ,288460,179577
CF315FA,289235,179191
CF315FB,288697,179351
CF315FD,288640,179424
CF315FE,289851,179382
CF315FF,288657,179230
CF315FG,289217,179288
CF315FH,288990,179389
CF315FJ,288304,179264
CF315FL,288421,179381
CF315FN,288264,179422
CF315FP,288147,179535
CF315FQ,288232,179609
CF315FR,288218,179441
CF315FS,288339,179428
CF315FW,288489,179259
CF315GA,288521,179369
CF315HA,289052,179064
CF315WZ,291050,179647
CF315YF,291050,179647
CF319AL,291050,179647
CF319AN,291050,179647
CF319AP,291050,179647
CF319AY,291050,179647
CF319DB,291050,179647
CF319DS,291050,179647
CF319DX,291050,179647
CF319DY,291050,179647
CF319DZ,291050,179647
CF319EB,291050,179647
CF319ED,291050,179647
CF319FP,291050,179647
CF319FQ,291050,179647
CF319FS,291050,179647
CF319FT,291050,179647
CF319FY,291050,179647
CF319GF,291050,179647
CF319GR,291050,179647
CF319GW,291050,179647
CF319GZ,291050,179647
CF319HP,291050,179647
CF319HZ,291050,179647
CF319JR,291050,179647
CF319JS,291050,179647
CF319JU,291050,179647
CF319LF,291050,179647
CF319LR,291050,179647
CF319NB,291050,179647
CF319ND,291050,179647
CF319NN,291050,179647
CF319NP,291050,179647
CF319NR,291050,179647
CF319NS,291050,179647
CF319NT,291050,179647
CF319NZ,291050,179647
CF319PG,291050,179647
CF319PP,291050,179647
CF319PQ,291050,179647
CF319PS,291050,179647
CF319PT,291050,179647
CF319PU,291050,179647
CF319PW,291050,179647
CF319PX,291050,179647
CF319PY,291050,179647
CF319XY,290410,179726
CF319XZ,290410,179726
CF319YA,290410,179726
CF319YB,290410,179726
CF319YD,290410,179726
CF319YE,290410,179726
CF319YF,290410,179726
CF319YG,290410,179726
CF319YH,290410,179726
CF319YJ,290410,179726
CF319YL,290410,179726
CF319YN,290410,179726
CF319YP,290410,179726
CF319YQ,290410,179726
CF319YR,290410,179726
CF319YS,290410,179726
CF319YT,290410,179726
CF319YU,290410,179726
CF319YW,290410,179726
CF319YX,290410,179726
CF319YY,290410,179726
CF319YZ,290410,179726
CF319ZA,290410,179726
CF319ZB,290410,179726
CF319ZD,290410,179726
CF319ZE,290410,179726
CF319ZF,290410,179726
CF319ZG,290410,179726
CF319ZH,290410,179726
CF319ZJ,290410,179726
CF319ZL,290410,179726
CF319ZN,290410,179726
CF319ZP,290410,179726
CF319ZQ,290410,179726
CF319ZR,290410,179726
CF319ZS,290410,179726
CF319ZT,290410,179726
CF319ZU,290410,179726
CF319ZW,290410,179726
CF319ZX,290410,179726
CF319ZY,290410,179726
CF319ZZ,290410,179726
CF320AA,286269,182691
CF320AB,286130,182728
CF320AD,286261,182743
CF320AE,286022,182703
CF320AF,285949,182707
CF320AG,285875,182710
CF320AH,285795,182680
CF320AL,285799,182777
CF320AN,285808,182533
CF320AP,285631,182733
CF320AR,285626,182754
CF320AS,285566,182817
CF320AT,285668,182808
CF320AU,285500,182590
CF320AW,285592,182706
CF320AY,285445,182726
CF320BA,285278,182700
CF320BB,285137,182489
CF320BD,285008,182739
CF320BE,284972,182743
CF320BG,285255,182817
CF320BH,285284,182790
CF320BJ,285875,182609
CF320BL,285097,182776
CF320BN,285412,182956
CF320BP,285820,184724
CF320BQ,286649,184418
CF320BS,286889,184425
CF320BT,286823,184262
CF320BW,285371,183181
CF320BX,285402,182843
CF320BY,286512,183176
CF320DA,286539,183211
CF320DB,286451,182677
CF320DD,285458,182788
CF320DE,286434,182745
CF320DH,289089,185145
CF320DL,288861,185337
CF320DN,289000,185366
CF320DP,289017,185479
CF320DR,289040,185520
CF320DS,288968,185504
CF320DT,288936,185479
CF320DU,288964,185638
CF320DW,289008,185428
CF320DY,289060,185639
CF320EA,289080,185619
CF320EB,289108,185757
CF320ED,289178,186068
CF320EE,288985,186334
CF320EG,288099,186579
CF320EH,288112,184427
CF320EL,287484,184335
CF320EN,288145,183403
CF320EP,289036,185803
CF320ET,286937,181400
CF320EU,286524,182222
CF320EW,288305,183423
CF320EY,286488,182648
CF320HA,287050,182663
CF320HB,287663,182806
CF320HD,287725,182806
CF320HE,287440,182035
CF320HF,287311,179953
CF320HG,287386,180045
CF320HH,288010,179978
CF320HL,287785,179852
CF320HN,287588,179869
CF320HP,287543,179789
CF320HQ,287638,179795
CF320HR,287421,179875
CF320HS,287468,179982
CF320HT,287457,180061
CF320HU,287316,180119
CF320HW,287589,179745
CF320HY,287181,180049
CF320LA,287181,180157
CF320LB,287220,179975
CF320LD,287377,179820
CF320LE,287509,179727
CF320LF,287502,179629
CF320LG,287608,179689
CF320LH,287638,179659
CF320LL,287512,179921
CF320LN,287371,179708
CF320LR,288884,177941
CF320LS,288384,177535
CF320LT,288321,178683
CF320LU,287694,179267
CF320LY,286743,179770
CF320NA,286290,179642
CF320NB,285913,179931
CF320ND,285811,178752
CF320NE,285404,179022
CF320NF,285040,177999
CF320NG,285075,177998
CF320NH,284892,177680
CF320NL,284791,178347
CF320NP,283909,180461
CF320NR,285591,180900
CF320NS,288551,179179
CF320NT,289328,178763
CF320NU,289638,178502
CF320NW,284681,180265
CF320NY,285055,178181
CF320PA,287243,176256
CF320PB,286348,175374
CF320PD,286440,175458
CF320PE,286541,175434
CF320PF,286548,175023
CF320PG,286386,175062
CF320PH,286410,175007
CF320PJ,286333,175144
CF320PL,286699,175009
CF320PN,286630,174853
CF320PP,286855,174760
CF320PQ,286447,175197
CF320PR,286828,174571
CF320PS,286930,174636
CF320PT,286952,174563
CF320PU,287009,174541
CF320PW,286758,174810
CF320PX,286593,175012
CF320PY,287714,173970
CF320PZ,286806,174860
CF320QA,286253,175258
CF320QB,286991,174846
CF320QD,287046,174861
CF320QE,286989,174897
CF320QF,286715,175074
CF320QL,286561,175118
CF320QN,286588,175057
CF320QP,288489,176952
CF320RH,287296,175858
CF320RL,287946,174618
CF320RN,288077,174137
CF320RP,288213,173608
CF320RR,290474,172403
CF320RS,291217,173054
CF320RT,288202,173674
CF320RW,288229,173817
CF320SA,289712,175113
CF320SB,289572,174863
CF320SD,289454,174769
CF320SE,289527,174515
CF320SF,289692,174217
CF320SG,289243,174700
CF320SH,289315,174896
CF320SL,289320,174782
CF320SN,288192,175041
CF320SP,289660,174912
CF320SW,289572,175087
CF320SY,289523,175434
CF320TA,289911,175421
CF320TB,289438,174892
CF320TD,289087,175466
CF320TE,289911,173977
CF320TF,289664,173169
CF320TG,287132,180522
CF320TH,290689,174793
CF320TJ,289479,175035
CF320TL,291054,175263
CF320TN,291480,174593
CF320YD,291050,179647
CF327AA,293286,190335
CF327AB,293353,190381
CF327AD,293315,190274
CF327AE,293338,190218
CF327AF,293353,190005
CF327AG,293339,189992
CF327AH,293402,189823
CF327AJ,293326,190678
CF327AL,293384,189754
CF327AN,293407,189669
CF327AP,293411,189898
CF327AR,293382,189986
CF327AS,293377,190157
CF327AU,293479,190906
CF327AW,293460,189789
CF327AX,293331,191017
CF327AY,293401,190410
CF327BA,293260,190066
CF327BB,293316,189869
CF327BH,293299,190502
CF327BL,293302,190561
CF327BP,293172,190610
CF327BS,293161,190509
CF327BT,293151,190649
CF327BU,293108,190624
CF327BW,293179,190659
CF327BY,293233,190567
CF327DA,293218,190484
CF327DB,293201,190440
CF327DD,293169,190429
CF327DE,293187,190375
CF327DG,293149,190238
CF327DH,293172,189946
CF327DJ,293120,190455
CF327DL,293261,189725
CF327DN,293271,189751
CF327DP,293080,189997
CF327DR,293093,190077
CF327DS,293039,190155
CF327DT,293070,190277
CF327DU,293106,190290
CF327DW,293143,189860
CF327DY,293172,190190
CF327EA,293184,190237
CF327EB,293183,190149
CF327EH,293217,190711
CF327EL,293229,190803
CF327EN,293167,190917
CF327EP,293138,190854
CF327EQ,293151,191126
CF327ER,293121,190908
CF327ES,293181,191250
CF327ET,293232,191461
CF327EU,293248,191685
CF327EW,293145,190799
CF327EX,293090,191443
CF327HA,293135,191613
CF327HD,293203,191691
CF327HE,293117,191543
CF327HF,293115,191329
CF327HG,293159,191448
CF327HH,293149,191576
CF327HR,293328,189622
CF327HS,293312,189597
CF327HT,293330,189447
CF327HU,293393,188318
CF327HW,293311,188125
CF327HY,293026,187711
CF327LA,292973,187742
CF327LB,292860,187687
CF327LD,293023,187843
CF327LE,292919,187799
CF327LJ,292762,187545
CF327LP,293308,188347
CF327LQ,293224,188116
CF327LR,293382,188438
CF327LS,293321,188413
CF327LT,293070,188242
CF327LU,293127,188113
CF327LZ,293402,188404
CF327NA,293702,192318
CF327NB,293654,192386
CF327ND,293719,192360
CF327NE,293514,192589
CF327NF,293536,192611
CF327NG,293540,192651
CF327NH,293516,192726
CF327NJ,293822,192728
CF327NL,293508,192780
CF327NN,293486,192780
CF327NP,293741,192731
CF327NR,293898,192820
CF327NS,293958,192871
CF327NT,293973,192908
CF327NU,293976,192944
CF327NW,293574,192769
CF327NX,293871,192926
CF327NY,293602,192807
CF327PA,293523,192923
CF327PB,293429,193155
CF327PD,293427,193036
CF327PE,293455,193021
CF327PL,293640,192190
CF327PN,293610,192222
CF327PP,293592,192280
CF327PQ,293536,192547
CF327PR,293588,192319
CF327PS,293617,192370
CF327PT,293575,192391
CF327PU,293491,192623
CF327PW,293655,192284
CF327RA,293450,192868
CF327RB,293455,192911
CF327RD,293384,193171
CF327RE,293304,193261
CF327RF,293251,193298
CF327RG,293208,193271
CF327RH,293188,193287
CF327RJ,293238,193208
CF327RL,293248,193123
CF327RN,293207,193173
CF327RP,293288,192993
CF327RR,293333,192787
CF327RW,293265,193101
CF327SA,293731,192167
CF327SB,293723,192097
CF327SE,293745,192219
CF327SF,293693,192153
CF327SG,293753,192115
CF327SH,293719,192005
CF327SJ,293743,191871
CF327SL,293596,191631
CF327SN,293741,192000
CF327SP,293809,192011
CF327SR,293826,192093
CF327SS,293793,192231
CF327ST,293862,192108
CF327SU,293886,192192
CF327SW,293797,192059
CF327SY,293897,192343
CF327TA,293902,192401
CF327TB,293837,192405
CF327TD,293787,192417
CF328AA,290179,193029
CF328AB,290097,193027
CF328AD,290336,193038
CF328AE,290354,193109
CF328AF,290295,193058
CF328AG,290177,193096
CF328AH,290352,193170
CF328AJ,290536,189855
CF328AL,290175,193129
CF328AN,290055,193140
CF328AP,289999,193112
CF328AQ,290271,192910
CF328AR,289946,193236
CF328AS,290023,193559
CF328AT,289911,193207
CF328AU,290036,193016
CF328AW,289989,193140
CF328AX,290500,189837
CF328AY,290234,192929
CF328AZ,290376,191223
CF328BA,290189,192861
CF328BB,290120,192869
CF328BD,290108,192911
CF328BE,290165,192868
CF328BG,290309,192889
CF328BH,290282,192829
CF328BJ,290491,189778
CF328BL,290217,192782
CF328BN,290236,192710
CF328BP,290295,192783
CF328BQ,290175,192786
CF328BS,290375,192847
CF328BX,290388,189837
CF328DA,290397,191444
CF328DB,290448,191297
CF328DD,290419,191309
CF328DE,290519,191040
CF328DF,290516,191103
CF328DG,290588,190859
CF328DH,290585,190959
CF328DJ,290618,189195
CF328DL,290609,190910
CF328DN,290527,190803
CF328DP,290499,190582
CF328DQ,290554,190469
CF328DR,290605,190426
CF328DS,290617,190311
CF328DT,290568,190691
CF328DU,290537,190655
CF328DW,290529,190695
CF328DX,291170,188729
CF328DY,290602,190670
CF328EA,290927,190883
CF328EB,290316,191494
CF328EE,290297,191492
CF328EF,290297,191450
CF328EG,290307,191416
CF328EH,290311,191199
CF328EJ,291146,188668
CF328EL,290249,191468
CF328EN,290192,191461
CF328EP,290245,191359
CF328ER,290226,190928
CF328ES,290342,191341
CF328EW,290220,191410
CF328EX,291069,188828
CF328FD,291398,187522
CF328HA,290454,191414
CF328HB,290575,191449
CF328HD,290676,191534
CF328HE,290591,191365
CF328HF,290519,191243
CF328HG,290485,191349
CF328HJ,290880,189729
CF328HN,290513,191283
CF328HP,290684,191307
CF328HR,290758,191365
CF328HS,291349,191116
CF328HT,290608,191259
CF328HU,290635,191243
CF328HW,290587,191293
CF328HX,291944,187376
CF328HY,290552,191128
CF328HZ,291630,187577
CF328LA,290622,191099
CF328LB,290648,191131
CF328LD,290673,191219
CF328LE,290534,191798
CF328LF,290550,191706
CF328LJ,290478,189610
CF328LL,290418,191478
CF328LN,290464,191572
CF328LP,290460,191870
CF328LQ,290541,191495
CF328LR,290179,192039
CF328LS,290412,191944
CF328LT,290451,191760
CF328LU,290415,191695
CF328LW,290508,191712
CF328LX,290550,189711
CF328LY,290347,191903
CF328NA,290370,191914
CF328NB,290218,192116
CF328ND,290202,192301
CF328NE,290256,192283
CF328NF,290229,192445
CF328NG,290208,192578
CF328NH,290157,192516
CF328NL,290024,192457
CF328NN,290291,191927
CF328NP,290398,191600
CF328NQ,290117,192236
CF328NT,291091,186868
CF328NU,291384,188310
CF328NW,290347,191755
CF328NY,291625,188030
CF328PA,291593,187954
CF328PB,291604,187829
CF328PD,291580,187768
CF328PE,291610,187719
CF328PF,291529,187629
CF328PG,291478,187707
CF328PH,291162,187715
CF328PJ,290704,189262
CF328PL,291453,187812
CF328PN,291624,187631
CF328PP,291312,187335
CF328PR,291317,187270
CF328PS,291220,187231
CF328PT,291120,187049
CF328PU,290991,186849
CF328PW,291350,187405
CF328PX,290717,189311
CF328PY,291028,187333
CF328QA,290772,189298
CF328RA,291026,187022
CF328RB,290898,186745
CF328RD,290707,186832
CF328RE,290028,187225
CF328RJ,292167,187060
CF328RL,290127,187084
CF328RN,289921,187066
CF328RP,290065,187245
CF328RQ,290213,187165
CF328RR,290128,187170
CF328RS,290010,187185
CF328RT,289991,187103
CF328RU,290139,187142
CF328RW,290008,187258
CF328RX,292447,187884
CF328RY,290146,187250
CF328SA,290036,187472
CF328SB,289892,187567
CF328SD,289964,187498
CF328SE,289982,187398
CF328SF,290203,187303
CF328SG,290206,187114
CF328SP,289886,187074
CF328SR,290032,187326
CF328SS,289862,187415
CF328ST,289835,187444
CF328SU,289853,187137
CF328SW,289814,187023
CF328SY,289908,186906
CF328TA,289980,186842
CF328TB,290024,186583
CF328TD,289959,186680
CF328TE,290251,186450
CF328TF,290183,186489
CF328TG,290186,186600
CF328TH,289934,186564
CF328TJ,289889,186677
CF328TN,289895,186529
CF328TS,290077,186494
CF328TT,289860,186807
CF328TU,289591,186958
CF328TW,289839,186511
CF328TY,289138,186941
CF328TZ,289538,186581
CF328UA,289037,186723
CF328UB,289008,186752
CF328UD,289008,186837
CF328UE,288746,187930
CF328UG,289859,188332
CF328UH,290541,187952
CF328UJ,289246,187350
CF328UL,290370,187417
CF328UN,290097,186386
CF328UP,289926,185755
CF328UR,290229,185377
CF328UU,290529,185404
CF328UW,290106,186254
CF328UY,290848,185184
CF328YA,290926,185525
CF328YB,290921,185108
CF328YD,290192,186348
CF328YE,290236,186344
CF328YF,290315,186358
CF328YN,291050,179647
CF328YR,289178,185491
CF328YS,289499,185255
CF328ZR,291050,179647
CF329AA,289412,183049
CF329AB,289395,183085
CF329AD,289472,183098
CF329AE,289428,183282
CF329AF,289451,183281
CF329AG,289403,183253
CF329AH,289329,183314
CF329AJ,291189,184031
CF329AL,289316,183414
CF329AN,289093,183164
CF329AP,289381,183535
CF329AQ,290344,184703
CF329AR,289267,183432
CF329AS,289250,183528
CF329AT,289124,183477
CF329AU,289190,183555
CF329AW,289427,183462
CF329AX,291053,184021
CF329AY,289260,183672
CF329AZ,291028,184059
CF329BA,289334,183596
CF329BB,289197,183640
CF329BD,289274,183722
CF329BE,289160,183684
CF329BF,289319,184433
CF329BG,289248,183786
CF329BH,289284,183791
CF329BJ,291088,183953
CF329BL,289306,183847
CF329BN,289266,183885
CF329BP,289337,183958
CF329BQ,289436,184016
CF329BS,289434,184104
CF329BT,289313,184200
CF329BU,289356,184205
CF329BW,289311,183886
CF329BX,291030,183973
CF329BY,289379,183318
CF329BZ,288920,183754
CF329DA,289533,183161
CF329DB,289354,184655
CF329DD,289285,183936
CF329DE,289396,184338
CF329DF,289430,184693
CF329DG,289331,184757
CF329DH,289232,184594
CF329DJ,290891,183908
CF329DL,289168,184680
CF329DN,289155,184878
CF329DP,289466,184584
CF329DQ,289592,184385
CF329DR,289439,184456
CF329DT,289631,184474
CF329DU,289687,184404
CF329DW,289447,184781
CF329DX,290771,183922
CF329DY,289465,184265
CF329DZ,290791,183887
CF329EA,289440,184224
CF329EB,289618,184266
CF329EE,289555,184298
CF329EF,289819,184382
CF329EG,289909,184304
CF329EJ,290642,184001
CF329EL,290052,184280
CF329EN,290055,183929
CF329EP,289851,184220
CF329EQ,289788,184431
CF329ER,289878,184242
CF329ES,290094,184047
CF329ET,290091,183967
CF329EU,290148,184054
CF329EW,289830,184041
CF329EX,290725,183824
CF329EY,290259,183997
CF329EZ,290528,184256
CF329FA,291505,184342
CF329GA,289019,184017
CF329GB,289003,183929
CF329GD,289054,183843
CF329GE,289169,183869
CF329GF,290573,184263
CF329GG,290513,184215
CF329GH,290607,184194
CF329GJ,289053,183941
CF329GL,291467,184601
CF329GN,289098,183941
CF329GP,289233,183992
CF329HA,289153,184875
CF329HB,289976,184673
CF329HD,289004,184573
CF329HE,288819,184474
CF329HF,288829,184700
CF329HG,289781,184544
CF329HH,290119,184726
CF329HJ,290453,183787
CF329HL,289880,184514
CF329HN,289881,184619
CF329HP,290047,184728
CF329HQ,290006,184678
CF329HR,290096,184803
CF329HS,289991,184837
CF329HT,290181,184814
CF329HU,290110,184940
CF329HW,289891,184732
CF329HX,290518,183810
CF329HY,290163,185096
CF329HZ,289082,184113
CF329JA,293031,184732
CF329JB,293047,184857
CF329JE,293051,184531
CF329JF,291928,185006
CF329JJ,291195,184540
CF329JL,291212,184442
CF329JP,291280,184453
CF329JZ,290225,184052
CF329LA,290553,184821
CF329LB,290608,184834
CF329LD,290590,184906
CF329LE,290622,184912
CF329LF,290758,184854
CF329LG,289936,184709
CF329LH,291019,184955
CF329LJ,290966,183951
CF329LL,290965,184972
CF329LN,290974,184789
CF329LQ,291216,184233
CF329LR,291110,184830
CF329LS,290207,184689
CF329LT,290058,184549
CF329LU,290055,184608
CF329LW,291207,184901
CF329LX,290855,183987
CF329LY,290810,184965
CF329LZ,291253,184287
CF329NA,291200,184783
CF329NB,289862,183530
CF329ND,289943,183395
CF329NE,290037,183432
CF329NF,289957,183474
CF329NG,289862,183596
CF329NH,289970,183583
CF329NJ,290652,183852
CF329NL,289997,183636
CF329NN,289908,183661
CF329NP,290100,183709
CF329NQ,290461,183996
CF329NR,290181,183680
CF329NS,290149,183830
CF329NT,290225,183661
CF329NW,290062,183759
CF329NX,290681,183789
CF329NY,290281,183489
CF329NZ,291419,184848
CF329PA,290338,183361
CF329PB,290150,183606
CF329PD,290103,183579
CF329PE,290023,183537
CF329PF,290174,183534
CF329PG,290081,183492
CF329PH,290373,183916
CF329PJ,290496,183932
CF329PL,289370,183703
CF329PN,291390,184267
CF329PP,289454,183631
CF329PQ,290490,184046
CF329PR,289437,183568
CF329PS,289415,183727
CF329PT,291213,184733
CF329PU,289400,183839
CF329PW,289911,182723
CF329PX,290394,183847
CF329PY,289479,183728
CF329PZ,290260,183753
CF329QA,290076,183130
CF329QB,290046,183121
CF329RA,289444,183853
CF329RB,289575,183787
CF329RD,289561,183821
CF329RE,289574,183696
CF329RF,289557,183605
CF329RG,289798,183669
CF329RH,289731,183366
CF329RJ,290599,183771
CF329RL,289778,183380
CF329RN,289969,183278
CF329RP,290117,183340
CF329RQ,290615,184422
CF329RR,290071,183291
CF329RS,290189,183481
CF329RT,290264,183379
CF329RU,290272,183354
CF329RW,290137,183403
CF329RX,290606,183921
CF329RY,290295,183288
CF329RZ,290005,183358
CF329SA,290322,183216
CF329SB,290298,183150
CF329SD,290222,183091
CF329SE,290200,183076
CF329SF,290343,183268
CF329SG,290356,183246
CF329SH,291022,182587
CF329SJ,290707,183759
CF329SL,290287,183045
CF329SN,290401,182560
CF329SP,290526,183745
CF329SQ,290571,184632
CF329SR,290373,183701
CF329SS,290431,183696
CF329ST,290886,182463
CF329SU,290662,182670
CF329SW,290305,183702
CF329SX,290809,183808
CF329SY,290760,182963
CF329SZ,290641,184606
CF329TA,290984,183592
CF329TB,290870,184150
CF329TD,290877,184561
CF329TE,291043,183712
CF329TF,289558,183546
CF329TG,291179,183903
CF329TH,291056,183793
CF329TJ,290883,183767
CF329TL,291125,183812
CF329TN,291109,183757
CF329TP,290956,183784
CF329TQ,290977,184517
CF329TR,290890,183746
CF329TS,290851,183714
CF329TT,290728,183674
CF329TU,290609,183638
CF329TW,291006,183744
CF329TX,290927,184459
CF329TY,290533,183623
CF329TZ,290756,184384
CF329UA,290512,183519
CF329UB,290380,183762
CF329UD,290372,183548
CF329UE,290406,183311
CF329UF,290413,183529
CF329UG,290526,183372
CF329UH,290600,183252
CF329UJ,293401,183835
CF329UL,290577,183468
CF329UN,290634,183437
CF329UP,290641,183313
CF329UQ,290565,183685
CF329UR,290755,183300
CF329US,291397,184590
CF329UT,290686,183456
CF329UU,290723,183517
CF329UW,290629,183386
CF329UX,293141,184291
CF329UY,290652,183565
CF329XX,291460,184276
CF329YA,291037,183340
CF329YB,291115,183647
CF329YD,291326,183584
CF329YE,291427,184435
CF329YF,291336,184447
CF329YG,291281,184355
CF329YH,291424,184510
CF329YJ,291880,183957
CF329YN,291558,184528
CF329YP,291616,184343
CF329YQ,291050,179647
CF329YR,291324,184123
CF329YT,291528,184196
CF329YU,291369,184134
CF329YW,291565,184363
CF329YX,291517,183966
CF329YY,291374,184198
CF334AA,284115,181536
CF334AB,284773,181783
CF334AD,281997,181357
CF334AG,282859,181657
CF334AH,283304,181727
CF334AJ,282584,181466
CF334AL,282602,181896
CF334AN,282651,181845
CF334AP,281692,181432
CF334AQ,282549,181322
CF334AR,281705,181420
CF334AS,281574,181496
CF334AT,281576,181539
CF334AU,281386,181613
CF334AW,281869,181289
CF334AX,281973,181259
CF334AY,281462,181463
CF334BA,281388,181528
CF334BB,281320,181517
CF334BD,281352,181574
CF334BE,281390,181470
CF334BG,281614,181354
CF334BH,281757,181271
CF334BL,281625,181387
CF334BN,281527,181430
CF334BP,281800,181112
CF334BW,281793,181347
CF334DA,281473,181897
CF334DB,281315,182016
CF334DD,281297,181950
CF334DE,281234,181888
CF334DF,281179,181810
CF334DG,281082,181816
CF334DH,281059,181751
CF334DJ,281633,181976
CF334DL,281125,181679
CF334DN,281187,181606
CF334DP,281394,181712
CF334DQ,281479,181649
CF334DR,281612,181721
CF334DS,281410,181863
CF334DT,281391,181833
CF334DU,281336,182000
CF334DW,281235,181682
CF334EA,282461,181506
CF334EB,282410,181493
CF334ED,282491,181592
CF334EE,282410,181463
CF334EF,282382,181343
CF334EG,282422,181332
CF334EH,282353,181216
CF334EL,282259,181201
CF334EN,282265,181280
CF334EP,282244,181423
CF334ER,282209,181373
CF334ES,282196,181256
CF334ET,282158,181307
CF334EU,282188,181226
CF334EW,282325,181401
CF334EY,282098,181243
CF334HA,282110,181348
